country	review_text	taste	varieta
uk	...that always goes down well on ‘Lasagne Night’. Smooth; medium-full bodied; cassis & black cherry with a hint of coffee, dark chocolate & a tiny bit of spice on the fade, to me. ※ CASILLERO DEL DIABLO ※ CABERNET SAUVIGNON ※ CHILE ‘AGED IN AMERICAN OAK BARRELS’ 13.5 % Vol Worth shopping around for, but this (2015) is a great price from Amazon Pantry (£6 currently), and was also one of the eligible items for the ‘free first box delivery offer’ when I last ordered, so a very good excuse to get more than one bottle! It comes in an elegant bottle with the RED top, to distinguish from the GREY-topped MALBEC , the latter for those nights when a sirloin steak needs some company.	cherry coffee spiceelegant smooth chocolate aged cassis round	cabernet sauvignon sauvignon cabernet
uk	My all time favourite red wine sub £8. Medium to full bodied. Typical Chilean flavour of tannins, with notes of cherry and blackcurrant. Can't get enough of it. SLURP.	cherrylean	cabernet sauvignon sauvignon cabernet
uk	Nice tasting wine, perfect with most dishes or just as a treat in the evening.		cabernet sauvignon sauvignon cabernet
uk	Great ordering via amazon pantry, my husband loves this wine, convenient way of shopping.		cabernet sauvignon sauvignon cabernet
uk	Bought as a gift and was told it was very nice Thank you!		cabernet sauvignon sauvignon cabernet
uk	Excellent wine and right price-compared to supermarkets , cheaper. Definitely buy again if price not increased.		cabernet sauvignon sauvignon cabernet
uk	Purchased for a visit from my daughter. She loved it.		cabernet sauvignon sauvignon cabernet
uk	Great wine, taste lovely, a favorite of mine. Good value. Recommended!		cabernet sauvignon sauvignon cabernet
uk	Excellent as expected. Packaging a bit too over the top!		cabernet sauvignon sauvignon cabernet
uk	The wine from this maker is excellent, however, be aware that the wine is a 2016 bottle, not a 2014 bottle as described in the title.		cabernet sauvignon sauvignon cabernet
uk	Casillero del Diablo is consistently good and a great value!		cabernet sauvignon sauvignon cabernet
uk	One of our favorites but can be hit or miss when buying from the market. Luckily, the bottles we got from Amazon were all excellent.		cabernet sauvignon sauvignon cabernet
uk	Either they have very different batches (which would not surprise me considering how many they produce) or my wine taste is totally different from other reviewers, but I did not enjoy this wine a single bit. I am not a wine snob and often find decent wines for the same price or maybe a bit more, and unlike that guy from Sideways usually like Merlot for easy-drinking taste. But unfortunately I did not find this wine to be easy-drinking, the taste was rather sharp and very lemony, almost acidic, which overwhelmed all other notes, if there were any. That's just a personal opinion of course and feel free to try it for yourself.		merlot
uk	I tend to favour Australian Merlots and this one is by far my favourite at the moment. To my amateur tastebuds (shush, they think they're professionals) this merlot tastes like plums. It's got an intense taste that is also light and delicious on its own or with dinner (pasta, red meat, a microwaved Waitrose special...) The description says it's 11% but the bottle says it's 13.5%. It feels like 13.5% is accurate. Delicious wine and I ordered a second case.		merlot
uk	"A very easy and pleasant wine to drink. I bought this case of wine when it was first on offer. I am not a red wine drinker but my husband is. I looked at the reviews before buying and it appealed to me that that most people described it as ""easy"" or ""pleasant"". He confirmed that it was a none thinking enjoyable wine. Since buying a number of bottles he has actually gone off some of the more expensive wines that he use to enjoy. The only niggle I have is that they seem to be increasing the price each time we buy."		merlot
uk	Oh my. Taste, equals amazing. After taste lush. Smooth. A very good purchase. If you haven't tried this. Give this a try. I'll be coming back with this one.		merlot
uk	Extremely smoothe and very palatable. There are a number of good Merlots about and this I rate as one of the best. And it comes at a really good price (circa £6 per bottle delivered).		merlot
uk	Nice smooth wine, at 13.5%Vol it may be perhaps a bit heavy for some. So far always found wine has a consistant taste and Quality with the fruit and oak flavours. Not a wine buff, but know what I like, and I Like!		merlot
uk	Not overly keen on this wine although it has won awards. It's ok but I think it tastes more like a shiraz than a merlot, but hey, I'm no expert or connoisseur. I have, however, been drinking red wine for a good few years and know what I like.		merlot
uk	Got these under a good offer with Amazon on Subscribe and Save = they were great for the price and tasting great. Watch out as my next order they have gone up by £10 and there are better wines out there for that overall cost.		merlot
uk	Love this wine so when I saw it advertised for £32.99 and free post I reordered.But all changed on invice and ended up paying £5 more so not happy.Be careful .		merlot
uk	Merlot is one of our favourites but this was nowhere near the quality of the McGuigan Red so were a bit disappointed.		merlot
uk	A lovely red. Easy to drink and exactly what you would expect from a merlot. I served this at my wedding reception and the guests loved it.		merlot
uk	Super easy drinking wine, but still complex enough for the more experienced palate		merlot
uk	excellent wine - my complete and utter favourite but unfortunately the price has steadily been rising!		merlot
uk	I just love this wine and for the price it is unbeatable		merlot
uk	Taste is person specific but as I am asked to provide feedback I have, these wines are smooth and pleasant with a lovely aroma, got these at a decent price and would recommend them.		merlot
uk	Taste was great should have been buy one get 2 free.		merlot
uk	Very decent wine, bought at a promotional price, otherwise I would not purchase Merlot, but I would definitely buy this wine again, it is great value even at full price		merlot
uk	great wine- fast delivery- even faster consumption :-) .		merlot
uk	Inoffensive and pleasant wine. Enough weight, fruit and finish to drink casually. Good value at this price.		merlot
uk	Don't think of myself as a wine buff but this wine says it all for me. The only trouble is my friends think so too.		merlot
uk	Smooth, especially for the price. You can't go wrong.		merlot
uk	Topnotch service will use again. highly recommended.		merlot
uk	very nice smooth red wine, didn't last long lol thanks		merlot
uk	Should have bought more of these at the sale price. Very drinkable... One of my favs		merlot
uk	Lovely smooth tasting red wine..no bitter after-taste.		merlot
uk	Arrived safely. Great quality. Savoured slowly. Nearly ready for more!		merlot
uk	Not amazing but for the price a nice easy drinking red wine.		merlot
uk	SMOOTH DARK FRUITY TASTE AND AT A FAIR PRICE. I FOUND THE BLACK LABEL RED BETTER (2014).		merlot
uk	I'm not a big wine drinker but my other half enjoys a few glasses some times, so they were for her (Brownie points for me) though I did sample some as she said how nice it was, and I must agree this was a purchase that we both enjoyed, so will be buying some more soon!		merlot
uk	Since tending to drink Prosecco not sure if I still have a taste for red wine?? In the past usually drank red rather than white, but been drinking Prosecco for about 12 months. Tried this and don't particularly like it, will have to try some other red, (what an excuse), to see if my taste has changed.		merlot
uk	Very nice smooth, slightly sweet merlot with a decent amount of body. I enjoyed this a lot. Very easy to drink and like. Will go well with many foods including fish, chicken and red meat. Currently at a good price too. Go for it!		merlot
uk	Nice wine at a good price on a lightening deal. Deals like this are now getting as good as if not better than supermarket loss leading promos. The wine itself is a good flavoured easy drinker. Would easily buy again.		merlot
